destinationProvince	mainCity	destinationDistrict
Kepulauan Riau	Kota Batam	Sei Beduk
Sumatera Utara	Kab. Langkat	Sei Bingai
Sumatera Utara	Kab. Asahan	Sei Kepayang
Sumatera Utara	Kab. Langkat	Sei Lepan
Sumatera Utara	Kab. Serdang Bedagai	Sei Rampah
Sumatera Utara	Kab. Batubara	Sei Suka
Sumatera Utara	Kota Tanjung Balai	Sei Tualang Raso
Kalimantan Barat	Kab. Sambas	Sejangkung
Kalimantan Barat	Kab. Sekadau	Sekadau Hilir
Kalimantan Barat	Kab. Sekadau	Sekadau Hulu
Lampung	Kab. Lampung Timur	Sekampung
Lampung	Kab. Lampung Timur	Sekampung Udik
Jawa Tengah	Kab. Bojonegoro	Sekar
Jawa Timur	Kab. Lamongan	Sekaran
Kalimantan Timur	Kab. Bulungan	Sekatak
Kalimantan Barat	Kab. Sanggau	Sekayam
Sumatera Selatan	Kab. Musi Banyuasin	Sekayu
Jambi	Kab. Muaro Jambi	Sekernan
Lampung	Kab. Lampung Barat	Sekincau
Sulawesi Selatan	Kab. Luwu Utara	Seko
Nusa Tenggara Barat	Kab. Sumbawa Barat	Sekongkang
Nusa Tenggara Barat	Kab. Lombok Barat	Sekotong Tengah
Kepulauan Riau	Kota Batam	Sekupang/ Tanjung Ucang
Jawa Barat	Kab. Garut	Selaawi
Lampung	Kab. Lampung Tengah	Selagai Lingga
Jawa Barat	Kab. Kuningan	Selajambe
Kalimantan Barat	Kab. Sambas	Selakau
Sumatera Selatan	Kab. Musi Rawas	Selangit
Maluku	Kab. Maluku Tenggara Barat	Selaru
Bali	Kab. Karangasem	Selat
Kalimantan Tengah	Kab. Kapuas	Selat
Kepulauan Bangka Belitung	Kab. Belitung	Selat Nasik
Riau	Kab. Meranti	Selat Panjang
Bengkulu	Kota Bengkulu	Selebar
Bali	Kab. Tabanan	Selemadeg
Bali	Kab. Tabanan	Selemadeg Barat
Bali	Kab. Tabanan	Selemadeg Timur
Sumatera Utara	Kab. Langkat	Selesai
Kalimantan Barat	Kab. Kapuas Hulu	Selimbau
Jawa Tengah	Kab. Boyolali	Selo
Jawa Tengah	Kab. Wonogiri	Selogiri
Jawa Tengah	Kab. Wonosobo	Selomerto
Nusa Tenggara Barat	Kab. Lombok Timur	Selong
Jawa Tengah	Kab. Temanggung	Selopampang
Jawa Timur	Kab. Blitar	Selopuro
Jawa Timur	Kab. Blitar	Selorejo
Kalimantan Barat	Kab. Bengkayang	Seluas
Bengkulu	Kab. Seluma	Seluma
Bengkulu	Kab. Seluma	Seluma Barat
Bengkulu	Kab. Seluma	Seluma Selatan
Bengkulu	Kab. Seluma	Seluma Timur
Bengkulu	Kab. Seluma	Seluma Utara
Bengkulu	Kab. Rejang Lebong	Selupu Rejang
Aceh	Kab. Aceh Tenggara	Semadam
Lampung	Kab. Tanggamus	Semaka
Jawa Timur	Kota Surabaya	Semampir
Jawa Timur	Kab. Tuban	Semanding
Papua	Kab. Merauke	Semangga
D.I. Yogyakarta	Kab. Gunung Kidul	Semanu
Jawa Tengah	Kota Semarang	Semarang
Jawa Tengah	Kota Semarang	Semarang Barat
Jawa Tengah	Kota Semarang	Semarang Selatan
Jawa Tengah	Kota Semarang	Semarang Tengah
Jawa Tengah	Kota Semarang	Semarang Timur
Jawa Tengah	Kota Semarang	Semarang Utara
Bali	Kab. Klungkung	Semarapura
Sumatera Selatan	Kota Palembang	Sematang Borang
Nusa Tenggara Timur	Kab. Kupang	Semau
Nusa Tenggara Timur	Kab. Kupang	Semau Selatan
Kalimantan Timur	Kab. Tana Tidung	Sembakung
Nusa Tenggara Barat	Kab. Lombok Timur	Sembalun
Jawa Timur	Kab. Jember	Semboro
Jawa Timur	Kab. Kediri	Semen
Sumatera Selatan	Kab. Ogan Komering Ulu Timur	Semendawa Suku III
Sumatera Selatan	Kab. Muara Enim	Semende Darat Laut
Sumatera Selatan	Kab. Muara Enim	Semende Darat Tengah
Sumatera Selatan	Kab. Muara Enim	Semende Darat Ulu
Sumatera Selatan	Kab. Ogan Komering Ulu	Semidang Aji
Bengkulu	Kab. Seluma	Semidang Alas
Bengkulu	Kab. Seluma	Semidang Alas Maras
D.I. Yogyakarta	Kab. Gunung Kidul	Semin
Kalimantan Barat	Kab. Kapuas Hulu	Semitau
Kalimantan Barat	Kab. Sambas	Semparuk
Jawa Timur	Kab. Bondowoso	Sempol
Jawa Tengah	Kab. Kebumen	Sempor
Jawa Timur	Kab. Banyuwangi	Sempu
Riau	Kota Pekanbaru	Senapelan
Kepulauan Riau	Kab. Lingga	Senayang
Sulawesi Barat	Kab. Majene	Sendana
Jawa Timur	Kab. Tulungagung	Sendang
Lampung	Kab. Lampung Tengah	Sendang Agung
Kalimantan Timur	Kab. Kutai Barat	Sendawar
Jawa Timur	Kab. Lumajang	Senduro
DKI Jakarta	Kota Administrasi Jakarta Pusat	Senen
Kalimantan Barat	Kab. Landak	Sengah Temila
Jambi	Kab. Muaro Jambi	Sengeti
Kepulauan Riau	Kota Tanjung Pinang	Senggarang
Papua	Kab. Keerom	Senggi
Sulawesi Selatan	Kab. Wajo	Sengkang
Jawa Timur	Kab. Tuban	Senori
Papua	Kab. Jayapura	Sentani
Papua	Kab. Jayapura	Sentani Barat
Papua	Kab. Jayapura	Sentani Timur
D.I. Yogyakarta	Kab. Kulon Progo	Sentolo
Kalimantan Timur	Kab. Panajam Paser Utara	Sepaku
Kalimantan Tengah	Kab. Gunung Mas	Sepang
Banten	Kab. Tangerang	Sepatan /Jatimulya/Cengklong
Kalimantan Barat	Kab. Sintang	Sepauk
Kalimantan Barat	Kab. Kayong Utara	Seponti Jaya
Jawa Timur	Kab. Bangkalan	Sepulu
Sumatera Barat	Kab. Tanah Datar	Sepuluh Koto
Lampung	Kab. Lampung Tengah	Seputih Agung
Lampung	Kab. Lampung Tengah	Seputih Banyak
Lampung	Kab. Lampung Tengah	Seputih Mataram
Lampung	Kab. Lampung Tengah	Seputih Raman
Lampung	Kab. Lampung Tengah	Seputih Surabaya
Maluku	Kab. Seram Bagian Barat	Seram Barat
Maluku	Kab. Seram Bagian Timur	Seram Timur
Maluku	Kab. Maluku Tengah	Seram Utara
Banten	Kota Serang	Serang
Jawa Barat	Kab. Bekasi	Serang Baru
Kepulauan Riau	Kab. Natuna	Serasan
Kalimantan Barat	Kab. Melawi	Serawai
Aceh	Kab. Aceh Timur	Serba Jadi/Lokop
Papua Barat	Kab. Sorong Selatan	Seremuk
Jawa Tengah	Kota Surakarta	Serengan
Bali	Kab. Buleleng	Seririt
Banten	Kab. Tangerang	Serpong
Papua	Kab. Yapen Waropen	Serui
Kalimantan Tengah	Kab. Seruyan	Seruyan Hilir
Kalimantan Tengah	Kab. Seruyan	Seruyan Hulu
Kalimantan Tengah	Kab. Seruyan	Seruyan Tengah
Maluku	Kab. Maluku Tenggara Barat	Serwaru
Kalimantan Timur	Kab. Tana Tidung	Sesayap
Kalimantan Timur	Kab. Tana Tidung	Sesayap Hilir
Sulawesi Selatan	Kab. Tana Toraja Utara	Sesean
Sulawesi Barat	Kab. Mamasa	Sesena Padang
Nusa Tenggara Barat	Kab. Sumbawa Barat	Seteluk
Aceh	Kab. Aceh Jaya	Setia Bakti
DKI Jakarta	Kota Administrasi Jakarta Selatan	Setiabudi
Jawa Barat	Kab. Bekasi	Setu
Aceh	Kab. Aceh Besar	Seulimeum
Aceh	Kab. Nagan Raya	Seunagan
Aceh	Kab. Nagan Raya	Seunagan Timur
Aceh	Kab. Aceh Utara	Seunuddon
Aceh	Kab. Aceh Tamiang	Seuruway
D.I. Yogyakarta	Kab. Bantul	Sewon
D.I. Yogyakarta	Kab. Sleman	Seyegan
Sumatera Utara	Kab. Mandailing Natal	Siabu
Sumatera Utara	Kab. Tapanuli Selatan	Siais
Riau	Kab. Siak	Siak
Riau	Kab. Kampar	Siak Hulu
Riau	Kab. Siak	Siak Indrapura
Riau	Kab. Bengkalis	Siak Kecil
Sumatera Utara	Kab. Samosir	Sianjur Mula Mula
Kepulauan Riau	Kab. Natuna	Siantan
Kalimantan Barat	Kab. Pontianak	Siantan / Wajok
Kepulauan Riau	Kab. Natuna	Siantan Selatan
Kepulauan Riau	Kab. Natuna	Siantan Timur
Sumatera Utara	Kab. Simalungun	Siantar
Sumatera Utara	Kota Pematangsiantar	Siantar Barat
Sumatera Utara	Kota Pematangsiantar	Siantar Marihat
Sumatera Utara	Kota Pematangsiantar	Siantar Martoba
Sumatera Utara	Kab. Toba Samosir	Siantar Narumonda
Sumatera Utara	Kota Pematangsiantar	Siantar Selatan
Sumatera Utara	Kota Pematangsiantar	Siantar Timur
Sumatera Utara	Kota Pematangsiantar	Siantar Utara
Sumatera Utara	Kab. Tapanuli Utara	Siatas Barita
Sulawesi Utara	Kab. Kepulauan Sangihe	Siau Barat
Sulawesi Utara	Kab. Kepulauan Sangihe	Siau Barat Selatan
Sulawesi Utara	Kab. Kepulauan Sangihe	Siau Timur
Sulawesi Utara	Kab. Kepulauan Sangihe	Siau Timur Selatan
Sumatera Utara	Kab. Tapanuli Tengah	Sibabangun
Sumatera Barat	Kab. Kepulauan Mentawai	Siberut Selatan
Sumatera Barat	Kab. Kepulauan Mentawai	Siberut Utara
Sumatera Utara	Kab. Deli Serdang	Sibolangit
Sumatera Utara	Kab. Tapanuli Tengah	Sibolga
Sumatera Utara	Kota Sibolga	Sibolga Kota
Sumatera Utara	Kota Sibolga	Sibolga Sambas
Sumatera Utara	Kota Sibolga	Sibolga Selatan
Sumatera Utara	Kota Sibolga	Sibolga Utara
Sumatera Utara	Kab. Tapanuli Utara	Siborong-Borong
Sumatera Utara	Kab. Padang Lawas	Sibuhuan
Sulawesi Selatan	Kab. Bone	Sibulue
Sumatera Utara	Kab. Simalungun	Sidamanik
Jawa Barat	Kab.Ciamis	Sidamulih
Jawa Tengah	Kab. Cilacap	Sidareja
Jawa Timur	Kab.Gresik	Sidayu
Bali	Kab. Karangasem	Sidemen
Sulawesi Selatan	Kab. Sindenreng Rappang	Sidenreng
Sumatera Utara	Kab. Dairi	Sidikalang
Jawa Timur	Kab. Sidoarjo	Sidoarjo
Jawa Tengah	Kab. Sragen	Sidoharjo
Jawa Tengah	Kab. Wonogiri	Sidoharjo
Jawa Tengah	Kota Salatiga	Sidomukti
Lampung	Kab. Lampung Selatan	Sidomulyo
Jawa Tengah	Kota Salatiga	Sidorejo
Sulawesi Selatan	Kab. Sindenreng Rappang	Sidrap
Sumatera Utara	Kab. Dairi	Siempat Nempu
Sumatera Utara	Kab. Dairi	Siempat Nempu Hilir
Sumatera Utara	Kab. Dairi	Siempat Nempu Hulu
Sumatera Utara	Kab. Pakpak Barat	Siempat Rube
Jawa Tengah	Kab. Banjarnegara	Sigaluh
Sulawesi Tengah	Kab. Donggala	Sigi Biromaru
Aceh	Kab. Pidie	Sigli
Sumatera Utara	Kab. Toba Samosir	Sigumpar
Sumatera Utara	Kab. Humbang Hasudutan	Sijama Polang
Kepulauan Bangka Belitung	Kab. Belitung	Sijuk
Nusa Tenggara Barat	Kab. Lombok Timur	Sikur
Sumatera Utara	Kab. Toba Samosir	Silaen
Sumatera Utara	Kab. Labuhan Batu	Silangkitang
Kalimantan Barat	Kab. Kapuas Hulu	Silat Hilir
Kalimantan Barat	Kab. Kapuas Hulu	Silat Hulu
Sumatera Utara	Kab. Simalungun	Silau Kahean
Aceh	Kab. Aceh Tengah	Silih Nara
Sumatera Utara	Kab. Dairi	Silima Pungga-Pungga
Sumatera Utara	Kab. Simalungun	Silimakuta
Jawa Timur	Kab. Banyuwangi	Siliragung
Jawa Timur	Kab. Jember	Silo
Sumatera Barat	Kota Sawahlunto	Silungkang
Jawa Timur	Kab. Ponorogo	Siman
Sumatera Utara	Kab. Padang Lawas Utara	Simangambat
Sumatera Utara	Kab. Tapanuli Selatan	Simangambat
Sumatera Utara	Kab. Tapanuli Utara	Simangumban
Sumatera Utara	Kab. Samosir	Simanindo
Sulawesi Selatan	Kab. Maros	Simbang
Sulawesi Barat	Kab. Mamuju	Simboro dan Kepulauan
Sulawesi Selatan	Kab. Tana Toraja	Simbuang
Aceh	Kab. Simeuleu	Simeulue Tengah
Aceh	Kab. Simeuleu	Simeulue Timur
Jawa Tengah	Kab. Boyolali	Simo
Jawa Timur	Kota Surabaya	Simokerto
Sumatera Selatan	Kab. Ogan Komering Ulu Selatan	Simpang
Kalimantan Barat	Kab. Ketapang	Simpang Dua
Sumatera Utara	Kab. Asahan	Simpang Empat
Kalimantan Selatan	Kab. Banjar	Simpang Empat
Sumatera Utara	Kab. Karo	Simpang Empat
Sumatera Barat	Kab. Pasaman Barat	Simpang Empat
Kalimantan Barat	Kab. Kayong Utara	Simpang Hilir
Kalimantan Barat	Kab. Ketapang	Simpang Hulu
Aceh	Kab. Aceh Timur	Simpang Jernih
Riau	Kab. Rokan Hilir	Simpang Kanan
Aceh	Kab. Aceh Singkil	Simpang Kanan
Kepulauan Bangka Belitung	Kab. Bangka Tengah	Simpang Katis
Aceh	Kab. Aceh Utara	Simpang Keuramat
Aceh	Kota Subulussalam	Simpang Kiri
Aceh	Kab. Bireuen	Simpang Mamplam
Lampung	Kab. Tulang Bawang	Simpang Pematang
Kepulauan Bangka Belitung	Kab. Bangka Selatan	Simpang Rima
Kepulauan Bangka Belitung	Kab. Bangka Barat	Simpang Teritip
Aceh	Kab. Aceh Besar	Simpang tiga
Aceh	Kab. Pidie	Simpang Tiga
Aceh	Kab. Bener Meriah	Simpang Tiga Redelon
Aceh	Kab. Aceh Timur	Simpang Ulim
Jawa Barat	Kab. Sukabumi	Simpenan
Kalimantan Selatan	Kab. Hulu Sungai Selatan	Simpur
Aceh	Kab. Simeuleu	Simuelue Barat
Aceh	Kab. Simeuleu	Sinabang
Riau	Kab. Rokan Hilir	Sinaboi
Papua	Kab. Puncak Jaya	Sinak
Jawa Barat	Kab. Indramayu	Sindang
Bengkulu	Kab. Rejang Lebong	Sindang Kelingi
Jawa Barat	Kab. Kuningan	Sindangagung
Jawa Barat	Kab. Cianjur	Sindangbarang
Jawa Barat	Kab.Ciamis	Sindangkasih
Jawa Barat	Kab. Bandung Barat	Sindangkerta
Jawa Barat	Kab. Majalengka	Sindangwangi
Sulawesi Tengah	Kab. Donggala	Sindue
Jawa Timur	Kab. Ngawi	Sine
Sumatera Utara	Kab. Deli Serdang	Sinembah Tanjungmuda Hilir
Sumatera Utara	Kab. Deli Serdang	Sinembah Tanjungmuda Hulu
Kalimantan Timur	Kab. Kutai Timur	Singa Gembara
Jawa Barat	Kab. Garut	Singajaya
Jawa Barat	Kab. Tasikmalaya	Singaparna
Bali	Kab. Buleleng	Singaraja
Jawa Timur	Kab. Tuban	Singgahan
Riau	Kab. Kuantan Sengingi	Singingi
Riau	Kab. Kuantan Sengingi	Singingi Hilir
Kalimantan Barat	Kota Singkawang	Singkawang
Kalimantan Barat	Kota Singkawang	Singkawang Barat
Kalimantan Barat	Kota Singkawang	Singkawang Selatan
Kalimantan Barat	Kota Singkawang	Singkawang Tengah
Kalimantan Barat	Kota Singkawang	Singkawang Timur
Kalimantan Barat	Kota Singkawang	Singkawang Utara
Kepulauan Riau	Kab. Lingga	Singkep
Kepulauan Riau	Kab. Lingga	Singkep Barat
Aceh	Kab. Aceh Singkil	Singkil
Sulawesi Utara	Kota Manado	Singkil
Aceh	Kab. Aceh Singkil	Singkil Utara
Aceh	Kab. Aceh Singkil	Singkohor
Kalimantan Barat	Kab. Ketapang	Singkup
Jawa Timur	Kab. Banyuwangi	Singojuruh
Jawa Tengah	Kab. Kendal	Singorojo
Jawa Timur	Kab. Malang	Singosari
Sulawesi Selatan	Kab. Sinjai	Sinjai
Sulawesi Selatan	Kab. Sinjai	Sinjai Barat
Sulawesi Selatan	Kab. Sinjai	Sinjai Borong
Sulawesi Selatan	Kab. Sinjai	Sinjai Selatan
Sulawesi Selatan	Kab. Sinjai	Sinjai Tengah
Sulawesi Selatan	Kab. Sinjai	Sinjai Timur
Sulawesi Selatan	Kab. Sinjai	Sinjai Utara
Sulawesi Utara	Kab. Minahasa Selatan	Sinon Sayang
Kalimantan Barat	Kab. Sintang	Sintang
Sumatera Barat	Kab. Padang Pariaman	Sintuk Toboh Gadang
Sulawesi Tenggara	Kab. Buton & Buton Utara	Siompu
Sumatera Utara	Kab. Tapanuli Utara	Sipahutar
Sumatera Utara	Kab. Tapanuli Selatan	Sipirok
Sumatera Utara	Kab. Serdang Bedagai	Sipispis
Sumatera Utara	Kab. Tapanuli Utara	Sipoholon
Sumatera Barat	Kab. Kepulauan Mentawai	Sipora
Sumatera Selatan	Kab. Ogan Komering Ilir	Sirah Pulau Padang
Jawa Tengah	Kab. Brebes	Sirampog
Sumatera Utara	Kab. Tapanuli Tengah	Sirandorung
Sulawesi Tengah	Kab. Donggala	Sirenja
Maluku	Kota Ambon	Sirimau
Papua	Kab. Nabire	Siriwo
Sumatera Utara	Kab. Nias	Sirombo
Sumatera Utara	Kab. Tapanuli Tengah	Sitahuis
Sumatera Utara	Kab. Pakpak Barat	Sitellu Tai Urang Jehe
Sumatera Utara	Kab. Pakpak Barat	Sitellu Tai Urang Julu
Jambi	Kab. Kerinci	Sitinjau Laut
Sumatera Utara	Kab. Samosir	Sitiotio
Sumatera Barat	Kab. Dharmasraya	Sitiung
Jawa Timur	Kab Situbondo	Situbondo
Sumatera Barat	Kab. Lima Puluh Kota	Situjuh Lima Nagari
Jawa Barat	Kab. Sumedang	Situraja
Jawa Tengah	Kab. Pekalongan	Siwalan
Papua	Kab. Keerom	Skanto
Jawa Timur	Kab. Ponorogo	Slahung
Jawa Tengah	Kab. Tegal	Slawi
D.I. Yogyakarta	Kab. Sleman	Sleman
Jawa Barat	Kab. Indramayu	Sliyeg
Jawa Tengah	Kab. Wonogiri	Slogohimo
Jawa Tengah	Kab. Rembang	Sluke
Nusa Tenggara Timur	Kab. Ngada	Soa
Banten	Kab. Lebak	Sobang
Jawa Timur	Kab. Bangkalan	Socah
Jawa Barat	Kab. Tasikmalaya	Sodonghilir
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Soe
Sulawesi Tengah	Kab. Donggala	Sojol
Kalimantan Barat	Kab. Melawi	Sokan
Jawa Tengah	Kab. Banyumas	Sokaraja
Jawa Timur	Kab. Tuban	Soko
Jawa Timur	Kab. Sampang	Sokobanah
Jawa Tengah	Kota Surakarta	Solo
Sulawesi Selatan	Kab. Tana Toraja Utara	Soloara
Sumatera Barat	Kota Solok	Solok
Jawa Barat	Kab. Bandung	Solokan Jeruk
Jawa Timur	Kab. Lamongan	Solokuro
Nusa Tenggara Timur	Kab. Flores Timur	Solor Barat
Nusa Tenggara Timur	Kab. Flores Timur	Solor Timur
Jawa Tengah	Kab. Banyumas	Somagede
Sulawesi Selatan	Kab. Goa	Somba Opu
Sulawesi Utara	Kab. Minahasa	Sonder
Jawa Tengah	Kab. Brebes	Songgom
Jawa Timur	Kab. Banyuwangi	Songgon
Jawa Timur	Kab. Ponorogo	Sooko
Jawa Timur	Kab. Mojokerto	Sooko
Sulawesi Selatan	Kab. Tana Toraja Utara	Sopai
Sulawesi Selatan	Kab. Barru	Soppeng Riaja
Jawa Barat	Kab. Bandung	Soreang
Sulawesi Selatan	Kota Pare-Pare	Soreang
Riau	Kab. Palalawan	Sorek
Papua	Kab. Supiori	Sorendiweri
Sumatera Utara	Kab. Tapanuli Tengah	Sorkam
Sumatera Utara	Kab. Tapanuli Tengah	Sorkam Barat
Papua Barat	Kab. Sorong	Sorong
Papua Barat	Kota Sorong	Sorong Barat
Papua Barat	Kota Sorong	Sorong Timur
Sulawesi Tenggara	Kab. Konawe	Soropia
Sulawesi Tenggara	Kab. Kota Bau-Bau	Sorowalio
Sumatera Utara	Kab. Padang Lawas	Sosa
Sumatera Utara	Kab. Tapanuli Selatan	Sosa
Sumatera Selatan	Kab. Ogan Komering Ulu	Sosoh Buay Rayap
Sumatera Utara	Kab. Padang Lawas	Sosopan
Sumatera Utara	Kab. Tapanuli Selatan	Sosopan
Sumatera Utara	Kab. Tapanuli Tengah	Sosor Gadong
Papua	Kab. Merauke	Sota
Sulawesi Tengah	Kab. Morowali	Soyo Jaya
Jawa Tengah	Kab. Sragen	Sragen
Lampung	Kab. Lampung Selatan	Sragi
Jawa Tengah	Kab. Pekalongan	Sragi
D.I. Yogyakarta	Kab. Bantul	Srandakan
Jawa Timur	Kab. Blitar	Srengat
Jawa Timur	Kab. Sampang	Sreseh
Jawa Timur	Kab. Banyuwangi	Srono
Jawa Tengah	Kab. Magelang	Srumbung
Jawa Tengah	Kab. Kebumen	Sruweng
Sumatera Utara	Kab. Langkat	Stabat
Papua	Kab. Asmat	Suator
Jawa Tengah	Kab. Batang	Subah
Kalimantan Barat	Kab. Sambas	Subah
Jawa Barat	Kab. Kuningan	Subang
Jawa Barat	Kab. Subang	Subang
Kepulauan Riau	Kab. Natuna	Subi
Jawa Timur	Kab Situbondo	Suboh
Aceh	Kota Subulussalam	Subulussalam
Jawa Barat	Kab. Garut	Sucinaraja
Jawa Timur	Kab. Pacitan	Sudimoro
Nusa Tenggara Barat	Kab. Lombok Timur	Suela
Papua	Kab. Intan Jaya	Sugapa
Jawa Tengah	Kab. Bojonegoro	Sugihwaras
Jawa Timur	Kab. Lamongan	Sugio
Papua	Kab. Manokwari	Sugurey
Kalimantan Barat	Kab. Kapuas Hulu	Suhaid
Kalimantan Barat	Kab. Kubu Raya	Sui Ambawang
Kalimantan Barat	Kab. Kubu Raya	Sui Kakap
Kalimantan Barat	Kab. Kubu Raya	Sui Raya
Aceh	Kab. Nagan Raya	Suka Makmue
Aceh	Kab. Aceh Besar	Suka Makmur
Jawa Barat	Kab. Sukabumi	Sukabumi
Lampung	Kota Bandar Lampung	Sukabumi
Kalimantan Barat	Kab. Kayong Utara	Sukadana
Jawa Barat	Kab.Ciamis	Sukadana
Lampung	Kab. Lampung Timur	Sukadana
Banten	Kab. Tangerang	Sukadiri
Jawa Barat	Kab. Indramayu	Sukagumiwang
Jawa Barat	Kab. Majalengka	Sukahaji
Jawa Barat	Kab. Tasikmalaya	Sukahening
Riau	Kota Pekanbaru	Sukajadi
Jawa Barat	Bandung	Sukajadi
Aceh	Kota Sabang	Sukajaya
Jawa Barat	Kab. Bogor	Sukajaya
Aceh	Kota Sabang	Sukakarya
Jawa Barat	Kab. Bekasi	Sukakarya
Jawa Barat	Kab. Sukabumi	Sukalarang
Jawa Barat	Kab. Cianjur	Sukaluyu
Sulawesi Selatan	Kab. Luwu Utara	Sukamaju
Jawa Barat	Kab. Bogor	Sukamakmur
Kalimantan Tengah	Kab. Sukamara	Sukamara
Nusa Tenggara Barat	Kab. Lombok Timur	Sukamulia
Jawa Barat	Kab. Cianjur	Sukanagara
Jawa Timur	Kab. Probolinggo	Sukapura
Bengkulu	Kab. Seluma	Sukaraja
Jawa Barat	Kab. Sukabumi	Sukaraja
Jawa Barat	Kab. Tasikmalaya	Sukaraja
Jawa Barat	Kab. Bogor	Sukaraja
Lampung	Kota Bandar Lampung	Sukarame
Sumatera Selatan	Kota Palembang	Sukarame
Jawa Barat	Kab. Tasikmalaya	Sukarame
Jawa Barat	Kab. Tasikmalaya	Sukaratu
Jawa Barat	Kab. Tasikmalaya	Sukaresik
Banten	Kab. Pandeglang	Sukaresmi
Jawa Barat	Kab. Garut	Sukaresmi
Jawa Barat	Kab. Cianjur	Sukaresmi
Bali	Kab. Buleleng	Sukasada
Jawa Barat	Bandung	Sukasari
Jawa Barat	Kab. Sumedang	Sukasari
Jawa Barat	Kab. Purwakarta	Sukasari
Jawa Barat	Kab. Bekasi	Sukatani
Jawa Barat	Kab. Purwakarta	Sukatani
Lampung	Kab. Lampung Barat	Sukau
Jawa Barat	Kab. Bekasi	Sukawangi
Bali	Kab. Gianyar	Sukawati
Jawa Barat	Kab. Garut	Sukawening
Papua	Kab. Dogiyai	Sukikai
Papua	Kab. Dogiyai	Sukikai Selatan
Jawa Barat	Kota Depok	Sukmajaya
Jawa Timur	Kab. Lamongan	Sukodadi
Jawa Tengah	Kab. Sragen	Sukodono
Jawa Timur	Kab. Sidoarjo	Sukodono
Jawa Timur	Kab. Lumajang	Sukodono
Lampung	Kab. Tanggamus	Sukoharjo
Jawa Tengah	Kab. Sukoharjo	Sukoharjo
Jawa Tengah	Kab. Wonosobo	Sukoharjo
Jawa Timur	Kota Surabaya	Sukolilo
Jawa Tengah	Kab. Pati	Sukolilo
Jawa Timur	Kota Surabaya	Sukomanunggal
Jawa Timur	Kab. Nganjuk	Sukomoro
Jawa Timur	Kab. Magetan	Sukomoro
Jawa Timur	Kab. Jember	Sukorambi
Jawa Timur	Kab. Lamongan	Sukorame
Jawa Timur	Kab. Ponorogo	Sukorejo
Jawa Timur	Kota Blitar	Sukorejo
Jawa Tengah	Kab. Kendal	Sukorejo
Sumatera Barat	Kab. Pasuruan	Sukorejo
Jawa Timur	Kab. Bondowoso	Sukosari
Jawa Tengah	Kab. Bojonegoro	Sukosewu
Jawa Timur	Kab. Jember	Sukowono
Jawa Barat	Kab. Indramayu	Sukra
Jawa Timur	Kota Malang	Sukun
Maluku Utara	Kab. Kepulauan Sula	Sula Besi Barat
Nusa Tenggara Timur	Kab. Kupang	Sulamu
Jawa Tengah	Kab. Rembang	Sulang
Sulawesi Selatan	Kab. Luwu Utara	Suli
Sumatera Barat	Kab. Lima Puluh Kota	Suliki Gunung Mas
Aceh	Kota Subulussalam	Sultan Daulat
Gorontalo	Kab. Gorontalo	Sumalata
Gorontalo	Kab. Gorontalo Utara	Sumalata
Sulawesi Barat	Kab. Mamasa	Sumarorong
Jambi	Kab. Tebo	Sumay
Jawa Tengah	Kab. Banyumas	Sumbang
Nusa Tenggara Barat	Kab. Sumbawa	Sumbawa
Nusa Tenggara Barat	Kab. Sumbawa	Sumbawa Besar
Jawa Barat	Kab. Cirebon	Sumber
Jawa Tengah	Kab. Rembang	Sumber
Jawa Timur	Kab. Probolinggo	Sumber
Kalimantan Selatan	Kab. Murung Raya	Sumber Barito
Lampung	Kab. Lampung Barat	Sumber Jaya
Jawa Barat	Kab. Majalengka	Sumber Jaya
Jawa Timur	Kab Situbondo	Sumber Malang
Jawa Timur	Kab. Probolinggo	Sumberasih
Jawa Timur	Kab. Jember	Sumberbaru
Jawa Tengah	Kab. Bojonegoro	Sumberejo
Lampung	Kab. Tanggamus	Sumberejo
Jawa Timur	Kab. Tulungagung	Sumbergempol
Jawa Timur	Kab. Jember	Sumberjambe
Jawa Tengah	Kab. Sragen	Sumberlawang
Jawa Timur	Kab. Malang	Sumbermanjing Wetan
Jawa Timur	Kab. Malang	Sumberpucung
Jawa Timur	Kab. Jember	Sumbersari
Jawa Timur	Kab. Lumajang	Sumbersoko
Jawa Timur	Kab. Bondowoso	Sumberwringin
Sumatera Utara	Kab. Dairi	Sumbul
Jawa Barat	Kab. Sumedang	Sumedang
Jawa Barat	Kab. Sumedang	Sumedang Selatan
Jawa Barat	Kab. Sumedang	Sumedang Utara
Jawa Timur	Kab. Sumenep	Sumenep
Jawa Timur	Kab. Jombang	Sumobito
Papua	Kab. Yahukimo	Sumohai
Jawa Tengah	Kab. Semarang	Sumowono
Sumatera Barat	Kab. Sijunjung	Sumpur Kudus
Jawa Tengah	Kab. Banyumas	Sumpyuh /Sumpiuh
Banten	Kab. Pandeglang	Sumur
Jawa Barat	Bandung	Sumurbandung
Kalimantan Barat	Kab. Pontianak	Sungai Ambawang
Riau	Kab. Siak	Sungai Apit
Sumatera Barat	Kab. Pasaman Barat	Sungai Aur
Jambi	Kab. Muaro Jambi	Sungai Bahar
Sumatera Barat	Kab. Pasaman Barat	Sungai Beremas
Kalimantan Timur	Kab. Malinau	Sungai Boh
Kalimantan Selatan	Kab. Kota Baru	Sungai Durian
